loss,accuracy,val_loss,val_accuracy
0.9633532166481018,0.6847284436225891,104.5245132446289,0.24703703820705414
0.3543950319290161,0.8747418522834778,25.210742950439453,0.32814815640449524
0.21699756383895874,0.9272263646125793,2.9386672973632812,0.7355555295944214
0.16686144471168518,0.9436277747154236,0.6905196309089661,0.8948147892951965
0.15641407668590546,0.9453286528587341,0.4636543393135071,0.9081481695175171
0.12029202282428741,0.956748902797699,0.3812694847583771,0.9166666865348816
0.1065317913889885,0.964767336845398,0.24500662088394165,0.9511111378669739
0.12722007930278778,0.9569918513298035,0.32991138100624084,0.9296296238899231
0.0875622108578682,0.9696270227432251,0.5509823560714722,0.9051851630210876
0.10017303377389908,0.966103732585907,0.4497714936733246,0.9162963032722473
0.10800360888242722,0.9684121012687683,0.29704201221466064,0.9385185241699219
0.09095654636621475,0.9693840146064758,0.6604753136634827,0.8799999952316284
0.07336165010929108,0.9759445786476135,1.590667724609375,0.8377777934074402
0.07264799624681473,0.9770380258560181,0.32734420895576477,0.9396296143531799
0.08800258487462997,0.9710849523544312,0.43972453474998474,0.9151852130889893
0.06203509122133255,0.9803183078765869,0.26071634888648987,0.945555567741394
0.07275117188692093,0.974243700504303,0.495365709066391,0.8951851725578308
0.05322825536131859,0.9822621941566467,0.4713408350944519,0.9070370197296143
0.060874857008457184,0.9795893430709839,0.506096363067627,0.8877778053283691
0.04940786585211754,0.9834771156311035,0.2919709086418152,0.9433333277702332
0.040880028158426285,0.9876078367233276,0.28492286801338196,0.9429629445075989
0.0452178493142128,0.9865143895149231,0.4643513858318329,0.9062963128089905
0.07200015336275101,0.975701630115509,0.477879136800766,0.9081481695175171
0.051028843969106674,0.9818977117538452,0.7275949120521545,0.8822222352027893
0.09699375927448273,0.9692625403404236,0.6415026187896729,0.8433333039283752
0.09006213396787643,0.9705989360809326,0.30277565121650696,0.9211111068725586
0.08173208683729172,0.9725428223609924,0.34855130314826965,0.9081481695175171
0.06570272892713547,0.9774025082588196,0.27589288353919983,0.9407407641410828
0.053704604506492615,0.9842060208320618,0.5204551815986633,0.8914814591407776
0.050539810210466385,0.9833555817604065,0.2204962819814682,0.9537037014961243
0.04758341237902641,0.9851779937744141,0.2477594017982483,0.9496296048164368
0.03866647928953171,0.9863929152488708,0.6453078985214233,0.8677777647972107
0.05126770958304405,0.9825051426887512,0.19906865060329437,0.9537037014961243
0.030232232064008713,0.9906451106071472,0.36990153789520264,0.9307407140731812
0.0518915168941021,0.983720064163208,0.2972257137298584,0.9414814710617065
0.055680789053440094,0.9822621941566467,3.4055652618408203,0.7288888692855835
0.05781155452132225,0.9808042645454407,0.23537945747375488,0.9392592310905457
0.09411340206861496,0.9697484970092773,1.0693153142929077,0.8674073815345764
0.059510570019483566,0.9810472726821899,0.6219257712364197,0.8799999952316284
0.05632905662059784,0.9811687469482422,1.2350903749465942,0.7803703546524048
0.040990378707647324,0.9871218800544739,0.7093245983123779,0.8485184907913208
0.02769465558230877,0.9922245144844055,0.27701157331466675,0.9422222375869751
0.029494699090719223,0.9894301891326904,0.24122603237628937,0.9470370411872864
0.019820664077997208,0.993196427822113,0.3134241998195648,0.9348148107528687
0.028409907594323158,0.9917385578155518,0.1811608225107193,0.9633333086967468
0.027625665068626404,0.9910095930099487,0.15369120240211487,0.962592601776123
0.028466874733567238,0.9902806282043457,0.18623684346675873,0.9618518352508545
0.03534824401140213,0.9878507852554321,0.41110560297966003,0.9196296334266663
0.051661714911460876,0.9849349856376648,0.5529570579528809,0.8755555748939514
0.03579828515648842,0.9891872406005859,0.2963728606700897,0.9437037110328674
0.03906214237213135,0.9874863028526306,0.2278633862733841,0.9525926113128662
0.023213038221001625,0.9927104711532593,0.17774702608585358,0.9588888883590698
0.021339787170290947,0.9927104711532593,0.17087657749652863,0.9666666388511658
0.049740057438611984,0.9835985898971558,1.248348593711853,0.8199999928474426
0.03463597223162651,0.9882152676582336,1.017716407775879,0.855555534362793
0.06423217058181763,0.9800752997398376,0.3099578320980072,0.9414814710617065
0.02885044552385807,0.9893087148666382,0.47089293599128723,0.9144444465637207
0.017460234463214874,0.9942898750305176,0.24126993119716644,0.9548147916793823
0.07024876773357391,0.9788603782653809,0.3325752913951874,0.9077777862548828
0.04429927468299866,0.9863929152488708,0.4804101884365082,0.8974074125289917
0.03843461349606514,0.9871218800544739,0.37433090806007385,0.9311110973358154
0.05477714166045189,0.9818977117538452,0.7488478422164917,0.8859259486198425
0.0797852873802185,0.9746081829071045,1.7903773784637451,0.7370370626449585
0.07166009396314621,0.9774025082588196,0.5984315872192383,0.9048148393630981
0.03903244435787201,0.9878507852554321,0.6402878761291504,0.9074074029922485
0.030656304210424423,0.990523636341095,1.0453723669052124,0.931851863861084
0.04483739659190178,0.9854209423065186,5.6213202476501465,0.8255555629730225
0.026239989325404167,0.991252601146698,0.3599604666233063,0.9381481409072876
0.026685215532779694,0.9921030402183533,0.2138056606054306,0.9566666483879089
0.019597820937633514,0.9938039183616638,0.1772499829530716,0.9674074053764343
0.018504826352000237,0.9944113492965698,0.17061705887317657,0.9596296548843384
0.026944654062390327,0.9910095930099487,0.24130409955978394,0.9511111378669739
0.020615171641111374,0.9939253926277161,0.2424628883600235,0.9440740942955017
0.037387870252132416,0.9883368015289307,0.4517374336719513,0.8933333158493042
0.025715835392475128,0.9919815063476562,0.19820892810821533,0.9581481218338013
0.036169469356536865,0.9878507852554321,0.43431586027145386,0.931851863861084
